Teks;Kelas
Balai Diklat Industri (BDI) Denpasar melalui Inkubator Bisnis Tohpati telah menyelenggarakan Talent Camp: Kelas Game Developer pada tanggal 20 sd 24 September 2021 yang lalu Bertempat di Gedung Animasi dan Promosi lantai 2, kelas ini diikuti oleh sebanyak 20 orang peserta Pada kelas Game Developer, para peserta diberikan pengenalan mengenai dasar teori game design, game industry, dan pengenalan Godot Game Engine Selain itu juga diajarkan mengenai cara melakukan instalasi software, pengenalan user interface Godot, dan dasar scripting menggunakan GDscript Pada akhir kelas, para peserta melakukan presentasi mengenai game yang telah mereka buat pada final project serta dilakukan evaluasi oleh para mentor dari Slab Games;Inbis Tohpati
Pada Senin (14/11) yang lalu, Balai Diklat Industri (BDI) Denpasar mendapatkan kesempatan untuk dikunjungi oleh Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi dalam rangka Evaluasi Lapangan Zona Integritas BDI Denpasar Menuju Wilayah Bebas dari Korupsi (WBK)/Wilayah Birokrasi Bersih dan Melayani (WBBM) Pada kesempatan tersebut, Ibu Kepala BDI Denpasar Zya Labiba memperkenalkan sarana dan prasarana pendukung kegiatan diklat di BDI Denpasar serta fasilitas Inkubasi Bisnis Tohpati Selain itu, tim dari KemenPANRB juga diajak untuk melihat capaian capaian yang telah diraih, serta pelayanan pelayanan yang dilakukan oleh BDI Denpasar untuk masyarakat;Inbis Tohpati
Tohpati Talent Camp   Pengumuman Peserta Kelas UI/U  Design Selamat kepada peserta terpilih Tohpati Talent Camp Kelas UI/U  Design Bagi yang belum lolos jangan berkecil hati ya;Inbis Tohpati
Pendaftaran Creative Business Incubator BCIC Kabar gembira untuk Sobat IKM di seluruh Indonesia! Inkubator Bisnis Kreatif (CBI) hadir di tahun 2021 Kembangkan bisnismu dengan mengikuti pelatihan CBI dari BCIC CBI merupakan wadah pengembangan usaha melalui inkubator bisnis bagi Sobat IKM di bidang kriya dan fesyen untuk berbagi dan mendapatkan wawasan, inspirasi, serta ide ide bisnis dengan arahan dari para mentor profesional yang sudah berpengalaman Jadi jangan lewatkan kesempatan ini, daftarkan diri dan bisnismu segera ke website bcic ikmnet atau dengan menghubungi Narahubung yang tertera!;Inbis Tohpati
Workshop Melukis di Media Kain dan Apparel Melukis yang selama ini banyak dilakukan pada media kanvas dan dijadikan sebagai hiasan dinding, ternyata bisa divariasikan ke banyak media lho, Sob! Bisa di media kain dan apparel seperti jaket denim, topi, masker, maupun media fashion lainnya Selain bisa membuat tampilan lebih keren, juga bisa membuat gayamu lebih personal dan eksklusif dengan gambar lukis hasil karyamu sendiri Pada Kamis sd Jumat, 21 22 Oktober 2021 yang lalu, Balai Diklat Industri (BDI) Denpasar melalui BIKIN Makerspace telah menyelenggarakan Workshop Melukis di Media Kain dan Apparel Tidak hanya diajarkan untuk melukis di media jaket, topi, maupun masker saja, para peserta juga diajarkan mengenai fotografi produk serta teknik marketing menggunakan sosial media;Bikin Maker Space
webinar Digital Health – E plore Business Idea & Insight in Digital Health Industry BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “E plore Business Idea & Insight in Digital Health Industry” yang menghadirkan Narasumber yaitu “Nova Ariyanto Jono” yang merupakan Co  Founder sekaligus CEO dari Psikologimu dan “Made Dwi Putra Wijaya” yang merupakan Koordinator dari BDI Denpasar Business Incubator Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Workshop akan dilaksanakan pada : Hari dan Tanggal : Jumat, 25 Februari 2022 Pukul : 1000 – 1130 WITA Live on Zoom Meeting Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini :  ;Inbis Tohpati
Balai Diklat Industri (BDI) Denpasar berhasil mendapatkan penghargaan Wilayah Bebas dari Korupsi (WBK) dari Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Reformasi Birokrasi (KemenPAN RB) Selain menjadi kebanggaan untuk BDI Denpasar, apresiasi ini tentunya akan menjadi tambahan semangat bagi seluruh elemen di BDI Denpasar untuk dapat terus meningkatkan inovasi dan pelayanan yang prima bagi masyarakat Totalitas Tanpa Batas, Melayani dari Hati!;Inbis Tohpati
Balai Diklat Industri (BDI) Denpasar berkesempatan untuk menerima kunjungan dari Dewan Komisaris PT Telkom Indonesia Dalam kunjungan kali ini, Dewan Komisaris Telkom Bapak Marcelino Pandin beserta GM Witel Denpasar beserta jajaran disambut oleh Kepala BDI Denpasar Ibu Zya Labiba beserta tim dari Inkubasi Bisnis Tohpati Kunjungan tersebut dilaksanakan dalam rangka untuk meninjau perkembangan kerjasama antara Telkom dengan BDI Denpasar melalui IndigoSpace Denpasar Diharapkan dengan adanya kunjungan ini, sinergitas antara BDI Denpasar dan IndigoSpace Denpasar dapat meningkat ke depannya;Inbis Tohpati
Tohpati Talent Camp   Pengumuman Peserta Kelas UI/U  Design Selamat kepada peserta terpilih Tohpati Talent Camp Kelas UI/U  Design Bagi yang belum lolos jangan berkecil hati ya;Inbis Tohpati
Kegiatan Pengembangan Produktivitas Pegawai BDI Denpasar  Changing Mindset Enhancing Productivity  Pada Kamis sd Jumat tanggal 7 – 8 Oktober yang lalu, Balai Diklat Industri (BDI) Denpasar menyelenggarakan kegiatan pengembangan produktivitas pegawai yang diberi tema “Changing Mindset, Enhancing Productivity” para pegawai juga diajarkan bagaimana untuk menghadapi kekhawatiran dan ketakutan yang berlebih akan sesuatu Berani mencoba sesuatu yang baru dan menantang Semoga setelah mengikuti training ini, para pegawai di BDI Denpasar dapat melakukan penyegaran baik fikiran maupun jasmani ketika rasa lelah dan motivasi menurun agar produktivitas dapat terjaga;Inbis Tohpati
Pengumuman Peserta Kelas Smartphone Videography  Selamat kepada peserta Tohpati Talent Camp Kelas Smartphone Videography  Bagi yang belum lolos jangan berkecil hati ya ;Inbis Tohpati
Workshop Series UI/U  Dalam rangka the road to Bali Startup Summit, akan diselenggarakan Workshop Series UI/U  tanggal 12 November 2021 pukul 0900 WITA di BDI Denpasar Bagi yang mempunyai passion di dunia digital, segera daftar! GRATIS! Terbatas untuk 50 peserta Langsung saja daftar Kegiatan ini berkolaborasi dengan @stmik_primakara dan @iccnmedia;Inbis Tohpati
Selamat Hari Pers Nasional   9 Februari 2022 Terimakasih kepada para insan pers yang selama ini telah menyebarkan informasi dengan baik Semoga selalu sehat dan tetap produktif menyampaikan berita yang membangun Selamat Hari Pers Nasional 2022!;Inbis Tohpati
Pandemi Covid 19 menyebabkan industri di dunia mengalami perlambatan pertumbuhan yang mengakibatkan gangguan aktivitas ekonomi global Oleh karena itu, industri menjadi isu baru yang dibahas dalam kelompok kerja bersama @kemendag dan @bkpm_id, atau disebut Trade, Investment, and Industry Working Group (TIIWG) sebagai salah satu pertemuan dalam Forum G20 tahun 2022 Indonesia sebagai Presidensi G20, memanfaatkan momen ini dengan mengajak anggota G20 agar dapat berkolaborasi mengatasi tantangan akibat pandemi, serta merumuskan strategi bersama untuk mencapai industrialisasi yang inklusif dan berkelanjutan sehingga menciptakan ekonomi yang lebih kuat dan tangguh dalam dalam menghadapi krisis;Inbis Tohpati
Kelas Workshop “Melukis di Media Kain dan Apparel”  sobat kreatif Balai Diklat Industri Denpasar pada hari Kamis hingga Jumat, 21 22 Oktober 2021 akan mengadakan kelas workshop “Melukis di Media Kain dan Apparel” Workshop diadakan selama 2 hari secara langsung di Bikin Makerspace, BDI Denpasar (tatap muka) Workshop ini bersifat gratis namun dengan kuota peserta yang terbatas;Inbis Tohpati
Dorong Pembangunan Zona Integritas, Irjen Kemenperin Kunjungi BDI Denpasar Kementerian Perindustrian berkomitmen kuat untuk mewujudkan sistem birokrasi yang transparan, akuntabilitas, serta bebas dari praktek Korupsi, Kolusi, dan Nepotisme (KKN) Inspektur Jenderal Kementerian Perindustrian, Masrokhan, berkunjung ke Balai Diklat Industri (BDI) Denpasar di Jl WR Supratman No 302, Kesiman Kertalangu, Denpasar, Rabu (26/1) Kunjungan ini dalam rangka pembinaan dan pengawalan pembangunan Zona Integritas di satuan kerja Kemenperin yang ada di Bali;Inbis Tohpati
Workshop Akselerasi Bisnis  WEGROW  Kolaborasi BDI Denpasar, IndigoSpace Denpasar & Startup Innovate Bali Sabtu lalu (11/12), Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati berkolaborasi dengan Indigospace Denpasar dan Startup Innovate Bali menyelenggarakan Workshop Akselerasi Bisnis “WEGROW Acceleration Program”;Inbis Tohpati
dalam rangka membentuk personal personal dalam tim yang lebih berkarakter, baik fisik, mental, emosional maupun motivasi diri, Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Character Building Startup pada Selasa (21/12) Harapannya, dengan adanya kegiatan Character Building ini, para tenant dan startup yang berada di lingkungan BDI Denpasar dapat menjadi tim yang lebih solid lagi ke depannya;Inbis Tohpati
Workshop Implementasi Aspek Legal pada Start Up  Beberapa waktu yang lalu, BDI Denpasar telah menyelenggarakan Workshop Implementasi Aspek Legal pada Start Up, yang diikuti oleh para alumni tenant @inbistohpati Angkatan 7 Harapannya dengan mengikuti workshop ini, pengetahuan yang didapat terkait legalitas badan usaha bisa membantu para tenant dalam menentukan badan usaha apa yang cocok dan sesuai untuk usaha mereka ke depannya Dengan mempunyai legalitas dalam bentuk suatu badan usaha, tentunya akan lebih mempermudah para tenant dalam mengembangkan jenis usaha yang mereka punya;Inbis Tohpati
Tohpati Talent Camp Kelas UI/U  Design UI (User Interface) dan U  (User E perience) merupakan dua hal yang berhubungan dengan tampilan sebuah aplikasi maupun website agar dapat mudah digunakan oleh pengguna (user) Seorang UI/U  designer yang baik harus dapat mendesain bagaimana agar suatu website, apps maupun platform lain yang sedang dikembangkan dapat lebih mudah digunakan oleh user/manusia dari tampilan (interface) yang disuguhkan Pada tanggal 30 Agustus sd 4 September 2021 yang lalu, Balai Diklat Industri Denpasar melalui Inkubator Bisnis Tohpati telah menyelenggarakan Tohpati Talent Camp: Kelas Workshop UI/U  Design yang diikuti oleh 20 (dua puluh) orang peserta Pada kelas tersebut, para peserta diajarkan berbagai materi mengenai UI/U  Design Thinking, Persona – Emphaty Map, serta Define and Ideation Selain itu, para peserta juga diajak untuk memahami mengenai UI Elements and Atomic Design System, dan Heuristic UI/U  Writing Pada akhir kegiatan, para peserta diajak untuk melakukan tes dan evaluasi dari desain yang telah dirancang;Inbis Tohpati
Pelatihan Digital Skill Tohpati Talent Camp Balai Diklat Industri Denpasar mengadakan kelas workshop terkait digital skill plus enterpreneurship yang dibutuhkan di era industri 40 Disini kalian akan belajar kemampuan teknis di bidang tertentu sekaligus merancang suatu ide inovasi di bidang tersebut Yuk Jika kamu ingin mengembangkan skill di Dunia Digital inilah saatnya untuk ikutan Tohpati Talent Camp !!! Workshop ini dilaksanakan secara OFFLINE di BDI Denpasar Untuk detail kelasnya bisa langsung klik Link Pendaftaran ya : http:// ;Inbis Tohpati
Roadshow Gerakan Nasional 1000 Startup & Komunitas Digital BDI Denpasar Roadshow Gerakan Nasional 1000 Startup Digital kembali hadir berkolaborasi dengan BDI Denpasar, Startup, serta Komunitas di Bali Bersama narasumber inspiratif, kamu diajak menemukan solusi solusi baru untuk membangun Startup Digital Indonesia Ikuti tahapan tahapan program dari #1000StartupDigital ini agar kamu bisa berjejaring, dan belajar banyak mengenai Startup Digital Ayo daftarkan dirimu sekarang Jumat, 10 September 2021 1400 WITA Via Zoom Link pendaftaran :  ;Inbis Tohpati
Tohpati Talent Camp 2021 Pelatihan Digital Skill  sobat kreatif Balai Diklat Industri Denpasar mengadakan kelas workshop terkait digital skill plus enterpreneurship yang dibutuhkan di era industri 40 Disini kalian akan belajar kemampuan teknis di bidang tertentu sekaligus merancang suatu ide inovasi di bidang tersebut Yuk Jika kamu ingin mengembangkan skill di Dunia Digital inilah saatnya untuk ikutan Tohpati Talent Camp !!! Workshop ini dilaksanakan secara OFFLINE di BDI Denpasar Tanggal: Agustus & September 2021, Jam: Durasi 5 hari untuk masing masing kelas, Lokasi: BDI Denpasar;Inbis Tohpati
Kunjungan Kerja Inspektur Jenderal Kementerian Perindustrian ke BDI DenpasarPada hari Kamis (24/6), Inspektur Jenderal Kementerian Perindustrian Bapak Drs Masrokhan, MPA dan jajaran melakukan kunjungan kerja ke BDI Denpasar Dalam kunjungan kerja kali ini, selain melakukan Sosialisasi Maturasi Sistem Pengendalian Intern Pemerintah (SPIP), sekaligus dilakukan Penandatanganan Komitmen Bersama Pembangunan Zona Integritas Balai Diklat Industri Denpasar;Inbis Tohpati
Tohpati Talent Camp   Pengumuman Peserta Kelas Game Developer Selamat kepada peserta terpilih Tohpati Talent Camp Kelas Game Developer Bagi yang belum lolos jangan berkecil hati ya;Inbis Tohpati
Kunjungan Industri dari Inkubator Bisnis Teknologi (IBT) Triatma Mulya Jembrana Pada Jumat (03/09) yang lalu, Balai Diklat Industri (BDI) Denpasar menerima kunjungan dari Inkubator Bisnis Teknologi (IBT) Universitas Triatma Mulya Jembrana Pada kunjungan industri kali ini, tim dari IBT Universitas Triatma Mulya diterima oleh Kepala BDI Denpasar Ibu Zya Labiba beserta Pengurus Inkubator Bisnis Tohpati Center Bapak Made Dwi Putra Wijaya Tujuan dari kunjungan ini adalah untuk mengetahui bagaimana manajemen dan pengelolaan sebuah inkubator bisnis secara profesional dari Inkubator Bisnis Tohpati Center serta perkembangan yang terjadi pada industri digital;Inbis Tohpati
Ubah Passion Mu Menjadi Bisnis Webinar Tanggal : Selasa, 20 April 2021 Jam : 1400 – 1600 WITA Lokasi : Via Zoom Clouds Meeting;Pengumuman
, sobat kreatif Siapa sih yang ga kenal Bali? Bali merupakan salah satu destinasi wisata terkenal di dunia Selain wisata, ke depannya Bali diharapkan dapat menjadi surga bagi para start up digital untuk maju dan berkembang Dalam rangka the road to Bali Startup Summit, akan diselenggarakan Workshop Series UI/U  tanggal 12 November 2021 pukul 0900 WITA di BDI Denpasar Buat sobat sobat semua yang mempunyai passion di dunia digital, yuks buruan daftar! GRATIS! Terbatas untuk 50 peserta Workshop ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera;Inbis Tohpati
Tohpati Talent Camp Kelas Internet of Things (IoT) Memasuki era industri 40, Internet of Things (IoT) menjadi hal yang lumrah untuk dijumpai dalam kehidupan sehari hari dimana perangkat elektronik dapat diintegrasikan dan dihubungkan satu sama lain dengan menggunakan internet;Inbis Tohpati
Selamat Tahun Baru 2022 Berbagai suka dan duka telah kita lalui dalam perjalanan di tahun 2021 Semua hal yang membentuk kita saat ini untuk selalu bersyukur dan menjadi lebih kuat Di tahun yang baru, segala doa dan harapan dipanjatkan dan segala hal yang baik semakin merapat Selamat #TahunBaru2022;Inbis Tohpati
Tohpati Talent Camp   Pengumuman Peserta Kelas Data Analytics Selamat kepada peserta terpilih Tohpati Talent Camp Kelas Data Analytics Bagi yang belum lolos jangan berkecil hati ya;Inbis Tohpati
Tohpati Talent Camp Kelas Data Analytics Dalam membuat suatu keputusan yang tepat terhadap strategi maupun langkah langkah yang akan diambil, seorang pengambil keputusan haruslah mempunyai dasar analisa yang kuat dari informasi informasi dan data data yang dimiliki Dari data data yang ada, seorang analis dapat mengumpulkan informasi informasi yang dibutuhkan dan menyimpulkannya menjadi sebuah keputusan yang sebaiknya harus diambil Untuk memberikan pengetahuan terhadap dasar dasar yang diperlukan dalam melakukan pengolahan data, Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Tohpati Talent Camp: Kelas Data Analytics pada tanggal 6 sd 10 September 2021 Pada kelas ini, para peserta dikenalkan dengan Python untuk data analytics, instalasi Python, pengenalan pada virtual environment, percabangan dan perulangan dengan bahasa Pyton serta membuat fungsi dengan bahasa Python Selain diperkenalkan dengan Python, para peserta juga diajarkan untuk membuat manipulasi data dengan Pandas dan visualisasi data dengan menggunakan Matplotlib Tidak hanya diperkenalkan dengan tools tools yang digunakan pada data analytics, para peserta juga diberikan pemahaman terhadap statistika deskriptif seperti konsep statistika dasar untuk mencari mean, median, kuartil, modus, serta variasi dan standar deviasi dari data Pada akhir kelas, para peserta diminta untuk memberikan final presentation dari final project yang telah diberikan dan di evaluasi oleh para mentor yang berpengalaman Harapannya dengan mengikuti kelas data analytics ini, para peserta mampu memahami dan mengimplementasikan teknik teknik dasar dan libraries yang digunakan untuk melakukan analisis terhadap sebuah data dan menemukan informasi yang terkandung di dalamnya;Inbis Tohpati
Launching Tenant Inbis Tohpati SiGemas   Si Generasi Emas  Anak anak merupakan penerus generasi bangsa di masa mendatang Anak anak yang sehat, cerdas, serta berakhlak mulia akan memberikan pondasi yang kuat untuk pembangunan bangsa SiGemas atau Si Generasi Emas yang merupakan salah satu start up di bawah binaan Inkubasi Bisnis Tohpati, BDI Denpasar telah melakukan launching platform SiGemas pada Jumat, 20 Agustus 2021 yang lalu Pada platform ini, para orangtua maupun calon orangtua dapat mengunduh berbagai bahan ajar untuk pendidikan anak usia dini Menjadi orangtua memang tidak ada pendidikan formalnya Namun, para orangtua dan calon orangtua dapat menggali berbagai ilmu tentang parenting dari berbagai sumber terpercaya, termasuk melalui platform hasil karya start up binaan Inbis Tohpati – BDI Denpasar, SiGemas ini Bagi yang ingin mengetahui lebih lanjut tentang SiGemas, langsung follow akun Instagram nya di @sigemasofficial;Inbis Tohpati
Start Your Own Business in Digital Content Industry Tanggal: Jumat, 26 Maret 2021 Jam: 0830 – 1700 WITA Lokasi  : Aula Gedung Animasi BDI Denpasar;Inbis Tohpati
